Tentons,Aleš,Piotrowski
Higuess,Zbigniew,Szczepański
Mades1930,Kunegunda,Wieczorek
Derignatim1963,Marik,Dąbrowski 
Ciew1934,Paweł,Pawlak
Mades1937,Eligia,Dudek
Nevill,Miłogost,Kucharski
Agine1974,Wawrzyniec,Szczepański
Agine1970,Świętosław,Zielinski
Laway1931,Jakub,Szczepański
Nimen1929,Walentyna,Ostrowska
Pooks1967,Zygfryd,Michalski
Thretur55,Justyn,Dąbrowski 
Bearring1940,Ruta,Kucharska
Anxiortampt,Celestyn,Woźniak
Therithe52,Celestyna,Dudek
Swumily,Gracja,Sobczak
Ragretheable72,Marcelina,Adamska
Bray1966,Celina,Wojciechowska
Bray1965,Drugi,Jasiński
Hoorld,Tomasz,Symanski
Sixt1992,Witołd,Wysocki
Fortur33,Felicyta,Król
Upoods,Jarosława,Kwiatkowska
Toeopla,Jaropełk,Sokołowski
Hiseel69,Ruta,Sokołowska
Stoult,Krzyś,Tomaszewski
Mesee1966,Wacław,Dudek
Inced1985,Szczęsny,Olszewski
Jusin1947,Wojciecha,Zielinska
Wheyoure,Sulisław,Ostrowski
Mesee1961,Irenka,Pawlak
Refoll,Ludmita,Kozłowska
Rultat1978,Ferdynand,Pawlak
Sughbod48,Zdzisław,Kwiatkowski
Theasks,Władysława,Kowalska
Nordiris74,Aniela,Maciejewska
Fuer1943,Lesława,Kamińska
Duess1950,Ksawery,Walczak
Entiner,Roksana,Adamska
Bece1954,Celestyn,Jabłoński
Orrut1963,Walery,Woźniak
Tiredill,Klaudia,Majewska
Plund1957,Ireneusz,Jasiński
Ungle1960,Bożydar,Maciejewski
Behinscathe,Wacława,Olszewska
Untrater,Izydor,Pawłowski
Shad1963,Szymon,Nowakowski
Conevesses,Beata,Grabowska
Twor1990,Stanisław,Kamiński
Saids1951,Jarek,Zielinski
Histion,Wiesław,Symanski
Wilier1983,Jaromir,Sawicki
Caphy1983,Wojciecha,Jabłońska
Auntlena,Wiesław,Nowak 
Dair1967,Albina,Kamińska
Hiles1967,Seweryna,Grabowska
Figirs,Augustyna,Kozłowska
Rostept52,Mścisław,Majewski
Theriume,Stanisława,Gorska
Abinimbed,Bartosz,Szczepański
Conot1954,Jolanta,Pawłowska
Gatem1989,Hainrich,Jasiński
Wease1942,Natasza,Czerwinska
Befookeery,Bazyli,Kalinowski
Likesse,Hajnrich,Zawadzki
Loyed1954,Nikodem,Walczak
Nonsing89,Korneli,Kamiński
Lowitood,Miron,Jabłoński
Hatudid,Judyta,Kaczmarek
Hathouty1990,Honorata,Ostrowska
Wagemsed1982,Katarzyna,Jabłońska
Mastakill,Donat,Kowalski
Slingly,Lucjan,Kalinowski
Flong1940,Jadzia,Kowalczyk
Flong1944,Krystyn,Woźniak
Thenteme,Aleksander,Nowak 
Pasters,Felicja,Borkowska
Arequire1978,Krystyna,Chmielewska
Famenjusich,Gabryjel,Pawlak
Whearommens1944,Franciszek,Jaworski
Etted1975,Izaak,Majewski
Ausand91,Frydryk,Duda
Carapt,Maksym,Tomaszewski
Heathence,Józefa,Kalinowska
Fectauz86,Jolanta,Walczak
Routionce1930,Rajmund,Rutkowski
Cace1930,Paweł,Piotrowski
Balle1936,Sławomira,Szczepańska
Meaust,Dita,Pawlak
Aways1944,Zoja,Jabłońska
Rightes,Ruta,Borkowska
Witimpat90,Włodek,Maciejewski
Ellow1989,Julita,Zając
Onvalcor1934,Julitta,Majewska
Preges49,Małgorzata,Grabowska
Smusbuty,Ziemowit,Borkowski
Forompares,Małgorzata,Jasińska
Himn1934,Nikifor,Kwiatkowski
Arring1941,Konstancja,Kalinowska
Aleirt1956,Czesław,Borkowski
Susprold,Anka,Rutkowska
Makered,Benedykta,Zając
Shiceat,Zoja,Kozłowska
Threatin,Konstancja,Duda
Thesight40,Cezar,Chmielewski
Facconly1982,Bolesława,Rutkowska
Thericir,Alicja,Wysocka
Comereces,Gaweł,Kowalczyk
Haventruckew1961,Benedykta,Dąbrowski 
Primuch,Tadeusz,Król
Tintaid,Mieczysław,Jasiński
Quily1953,Walery,Król
Prent1986,Krystian,Woźniak
Hinknow52,Mieczysława,Woźniak
Camod1934,Jagoda,Pawlak
Mals1963,Świętopełk,Wieczorek
Sexagnat1964,Tadzio,Czerwinski
Sweng1963,Gabrysia,Król
Dould1929,Elżbieta,Zając
Crocke,Ryszard,Nowicki
Suchigninque,Wit,Nowakowski
Tabefore,Julitta,Piotrowska
Donsagovive40,Przemko,Nowakowski
AboaÃµ81,Nikodem,Król
Daut1969,Wioletta,Kwiatkowska
Daut1961,Joasia,Adamska
Joing1963,Seweryna,Woźniak
Mignan,Tadeusz,Czerwinski
Andesch45,Dobrosława,Duda
Dely1954,Amadeusz,Wieczorek
Therk1950,Julita,Zielinska
Maseady1946,Albina,Symanska
Berful,Miłosz,Adamczyk
Afterested1974,Nikifor,Jasiński
Miltary,Anka,Dąbrowski 
Edwou1983,Henio,Pawłowski
Regank1958,Matylda,Zielinska
Thapplou,Bratumił,Zając
Agall1946,Fryderyka,Grabowska
Cang1937,Kaja,Dudek
Asher1994,Bronisław,Zając
Thearchist81,Izabella,Symanska
Shate1958,Bogumił,Kamiński
Labould1959,Lechosław,Sawicki
Pled1935,Julita,Ostrowska
Iltive,Ryszard,Walczak
Marge1930,Genowefa,Duda
Whispooke,Apolonia,Piotrowska
Therromes58,Karolina,Grabowska
Enjusents,Jerzy,Pawlak
Fess1984,Zosia,Adamczyk
Viscruend91,Hendrych,Tomaszewski
Hakinge1931,Apolinary,Woźniak
Prory1993,Barbara,Duda
Jast1944,Gabryŝ,Ostrowski
Chalmleshe,Apolonia,Symanska
Fest1958,Celestyn,Wiśniewski
Wannistion,Felicja,Czerwinska
Reverick1991,Krzyś,Ostrowski
Doudiwome,Wacław,Jabłoński
Altors1992,Bolesława,Sawicka
Evid1955,Bogusław,Michalski
Sedid1979,Leokadia,Maciejewska
Havager1959,Malina,Nowakowska
Inast1948,Kaja,Borkowska
Dionly,Klara,Król
Tworn1931,Benedykt,Czerwinski
Coned1972,Borys,Wiśniewski
Carnall,Małgorzata,Tomaszewska
Cionery,Czesława,Kwiatkowska
Lawbor,Władysława,Majewska
Ememany,Elżbieta,Maciejewska
Prationfles1942,Lechosław,Nowak 
Yestruskin85,Narcyz,Kalinowski
Witerictice,Wiktor,Pawłowski
Erseclowars,Dobrosława,Gorska
Appervisrect,Jadzia,Symanska
Reenter,Lubomierz,Adamski
Culam1984,Sobiesław,Wojciechowski
Apid1987,Mirosława,Jasińska
Signtearame1978,Karol,Sobczak
Beign1952,Franciszka,Szczepańska
Prin1992,Kasia,Maciejewska
Nablace1945,Józef,Zielinski
Maring87,Klimek,Kozłowski
Somblifir72,Łucja,Michalska
Whinevesock,Anka,Sawicka
Notheardis73,Zuzanna,Szczepańska
Sibleard,Marian,Nowakowski
Twers1956,Kornelia,Dudek
Monced1968,Rafał,Kowalski
Hissigh42,Zygmunt,Maciejewski
Whisen80,Sławomir,Majewski
Youldn1943,Patrycja,Adamczyk
Thavest44,Wit,Kalinowski
Hein1993,Jolanta,Czarnecka
Seep1944,Walentyna,Walczak
Howing,Patryk,Zielinski
Actoluesce57,Martyna,Sokołowska
Oweig1975,Wit,Kucharski
Migen1934,Irenka,Wiśniewska
Anocand44,Ewa,Król
Shavithe,Wiga,Michalska
Forgent,Bartłomiej,Piotrowski
Sibrody,Jadzia,Nowak 
Gots1961,Mateusz,Sawicki
Tracer,Felicjan,Król
Alibbeiver1976,Augustyna,Kucharska
Gert1942,Marian,Michalski
Brold1961,Wojciecha,Rutkowska
Ento1983,Felicjan,Zając
Neand1958,Jaropełk,Kozłowski
Aser1955,Miron,Duda
Hamay1943,Ludwik,Jasiński
Deareing,Lesława,Kwiatkowska
Eniournis79,Kazimiera,Sobczak
Itte1969,Wiesław,Sobczak
Hicked,Hieronim,Duda
Vainhaver,Patrycja,Jaworska
Sparleathe,Witołd,Ostrowski
Obte1990,Danuta,Nowak 
Swenoboy,Zygmunt,Adamczyk
Morguitainne,Sergiusz,Kozłowski
Werme1992,Narcyz,Grabowski
Formon,Krystyna,Adamczyk
Supothis,Malina,Rutkowska
Shatelfuld88,Zuzanna,Kowalska
Siondonsen43,Wisia,Szczepańska
Tileords,Edyta,Maciejewska
Eass1943,Róża,Dudek
Brinclact70,Jacek,Walczak
Wheript52,Dobrosława,Grabowska
Formar1963,Adelajda,Kowalska
Ardiner,Krystian,Borkowski
Oustom63,Paweł,Duda
Letion,Konstanty,Rutkowski
Thenexpecia,Roksana,Czarnecka
Toont1970,Aron,Olszewski
Waake1954,Izolda,Czerwinska
Octied,Gabryŝ,Dudek
Amigh1967,Bazyli,Majewski
Shelve49,Stefania,Maciejewska
Andesiscrip73,Julitta,Rutkowska
Norsestay,Dorota,Adamski
Optled85,Bogumiła,Dudek
Wair1946,Berta,Piotrowska
Ferse1955,Lubomierz,Sawicki
Youshe,Cecylia,Adamczyk
Const1982,Ignacy,Sawicki
Yousho,Maryla,Wieczorek
Vern1955,Wiktoria,Ostrowska
Thertandet,Lesława,Kwiatkowska
Dand1941,Lechosława,Zawadzka
Accen1994,Bogusława,Adamczyk
Johum1955,Elżbieta,Kwiatkowska
Tudder,Ania,Rutkowska
Nover1961,Tekla,Pawłowska
Taitione,Patryk,Chmielewski
Couse1969,Benedykt,Sobczak
Cagoo1936,Ferdynand,Michalski
Heinink,Władysław,Zawadzki
Gisabloo1959,Karolina,Majewska
Widell1955,Krystian,Wysocki
Wriblaymeapt,Łucja,Duda
Swilifewouse,Zuzanna,Duda
Stoing,Bogusława,Sokołowska
Fronew1950,Zygmunt,Kucharski
Saper1954,Katarzyna,Sawicka
Pecausely45,Amadej,Nowicki
Saper1953,Nikifor,Kwiatkowski
Sursity,Franciszka,Król
Imen1940,Ludmiła,Borkowska
Syrs1946,Julianna,Jabłońska
Imente,Dorofiej,Zielinski
Loores,Zuzanna,Sawicka
Acurt1986,Kasia,Woźniak
Withatte61,Wiga,Jabłońska
Taked1963,Joasia,Nowak 
Thretent85,Alicja,Jaworska
Satince,Dobrosław,Wojciechowski
Oble1992,Ludmita,Symanska
Camedid1993,Piotr,Kowalski
Iriplard,Cibor,Zielinski
Leed1929,Celina,Duda
Pady1932,Alicja,Adamska
Handrey,Ziemowit,Dąbrowski 
Huchicark48,Rościsława,Dąbrowski 
Logetc,Krystian,Kwiatkowski
Walut1969,Stanisława,Jasińska
Affeas,Łukasz,Sobczak
Chreash1971,Radomiła,Sawicka
Whaption,Bronisława,Rutkowska
Vitioneste,Justyna,Grabowska
Darem1953,Albina,Czerwinska
Themores49,Wojciecha,Zając
Pown1938,Gerwazy,Ostrowski
Sche1967,Basia,Czerwinska
Rught1966,Idzi,Zając
Maks1959,Wacława,Wieczorek
Thenery,Szczęsny,Kamiński
Ticheir,Wiktoria,Symanska
Headvery,Adelajda,Jaworska
Whomand,Roksana,Tomaszewska
Sobsell,Ela,Kalinowska
Hiscor,Dorota,Ostrowski
Pesellai37,Wacława,Sokołowska
Proatest,Henryk,Olszewski
Wers1969,Teofil,Adamczyk
Occe1943,Bronisława,Czarnecka
Hould1946,Kazimiera,Zając
Mold1958,Felicyta,Tomaszewska
Dooke1932,Apolonia,Czerwinska
Restong1990,Gustaw,Szczepański
Caphey1984,Gabrysia,Pawłowska
Cusuch,Metody,Szczepański
Infic1957,Kasia,Wiśniewska
Loggeme,Roksana,Kowalczyk
Gioneds,Eligia,Jabłońska
Befickeelp84,Rajmund,Kowalski
Tasaddeepled,Dobrosława,Kowalczyk
Moult1933,Apolinary,Król
Litend,Albina,Olszewska
Relf1948,Gertruda,Maciejewska
Hicither,Przemysław,Dudek
Seepir57,Ludmiła,Walczak
Vill1966,Franciszka,Kucharska
Sairch,Klara,Wysocka
Duat1960,Konstanty,Gorski
Bandayste34,Bogusława,Sokołowska
Counts,Julita,Kozłowska
Majeappre46,Miłogost,Borkowski
Pult1962,Matylda,Nowicka
Lestoregre,Szczęsny,Nowak 
Overave,Sławomira,Gorska
Sallithere,Dobromił,Kalinowski
Tonve1939,Izaak,Michalski
Plumakeem,Izydor,Chmielewski
Whatumbigh,Miron,Kamiński
Surch1995,Teodozja,Nowicka
Thouldn,Juliusz,Borkowski
Buffe1963,Sobiesław,Dąbrowski 
Ould1987,Sławomira,Walczak
Piceat1935,Matylda,Olszewska
Ighted,Celestyna,Gorska
Shemord1969,Berta,Jasińska
Didet1938,Krystyn,Kowalski
Thentlyst,Konstanty,Kwiatkowski
Forthown,Maksym,Ostrowski
Saws1985,Karina,Tomaszewska
Witimedge,Sławomir,Kucharski
Houready,Jakub,Adamczyk
Ripentople,Wera,Olszewska
Siralls1932,Lechosława,Nowakowska
Parge1947,Metody,Dąbrowski 
Butervirty,Albin,Sobczak
Wilout,Kuba,Kowalski
Cluat1987,Roman,Król
Tront1957,Marceli,Majewski
Mintly,Natasza,Woźniak
Halliessed42,Dominika,Dudek
Riencrehe,Zdzisława,Kwiatkowska
Achming,Maryla,Chmielewska
Butersomprom,Dobrogost,Wysocki
Andever,Anastazy,Wysocki
Thervanable1947,Dorota,Sawicka
Slions,Oliwia,Sawicka
Betly1980,Sylwester,Sokołowski
Momparbeft43,Anastazja,Zając
Ambateractly,Kazia,Sokołowska
Heighte81,Aureliusz,Jasiński
Oblas1941,Zoja,Kaczmarek
Thistil,Świętosław,Zając
Miturs,Aureliusz,Dudek
Thesen50,Aron,Nowicki
Loverableate,Dobrosław,Michalski
Heme1986,Donat,Wieczorek
Matem1951,Klaudiusz,Dąbrowski 
Whicer1969,Borys,Wojciechowski
Neventold,Edyta,Nowak 
Dind1958,Włodek,Nowak 
Benife,Walerian,Szczepański
Riatied,Krysia,Jaworska
Forde1929,Amadeusz,Symanski
Camraithe,Maryla,Wysocka
Cance1992,Franciszek,Majewski
Andockill1946,Henryka,Symanska
Promfonston,Gertruda,Czarnecka
Firsay80,Benedykt,Kucharski
Ansenuter,Kasia,Majewska
Fortume,Stefania,Szczepańska
Flach1971,Julitta,Kozłowska
Whiseed,Antoni,Jaworski
Hichich,Dorota,Wojciechowski
Vock1933,Radomiła,Dudek
Calt1942,Bożena,Adamska
Eptich,Klimek,Zawadzki
Fife1938,Wiktoria,Sobczak
Chicter57,Dorofiej,Kamiński
Abitte,Julitta,Pawlak
Romenswour,Bolek,Rutkowski
Pran1975,Serafina,Olszewska
Pran1976,Krysia,Wieczorek
Boubsed,Karolina,Wysocka
Hatere1954,Wacław,Kucharski
Oblie1928,Hanna,Kowalska
Olad1956,Ania,Chmielewska
Clard1987,Oliwia,Jasińska
Clard1986,Rościsława,Kaczmarek
Illowther,Dobrosław,Tomaszewski
Daymeculd,Kinga,Kaczmarek
Wops1976,Seweryna,Nowicka
Fetudiet,Wiesław,Adamski
Jurnerridich,Weronika,Zawadzka
Mors1953,Przemysł,Sawicki
Skeethe,Barbara,Zając
Moret1938,Dorofiej,Adamski
Proo1933,Honorata,Wysocka
Domay1960,Marcin,Kucharski
Gallembey,Adelajda,Czarnecka
Anonton,Wielisław,Sokołowski
Offied,Sergiusz,Kalinowski
Mins1945,Ludmita,Pawłowska
Trose1963,Izaak,Jabłoński
Woulty,Wiola,Kowalczyk
Famere,Martyn,Wiśniewski
Piceplonse1976,Friderich,Sawicki
Hisone,Anastazy,Chmielewski
Thered49,Bogusława,Dąbrowski 
Nothen41,Gaweł,Duda
Thaught,Halina,Kowalczyk
Famery,Karolina,Kowalczyk
Youldry77,Klara,Sawicka
Theausted,Jadzia,Kozłowska
Onele1941,Anka,Czarnecka
Hoce1935,Władysław,Kaczmarek
Doold1947,Krzysztof,Wysocki
Thessalky1974,Lechosława,Jaworska
Onocclacter44,Szczęsny,Nowak 
Crovere,Bronisława,Michalska
Theauster,Miłogost,Kaczmarek
Theive,Martyna,Wysocka
Assled,Urszula,Dąbrowski 
Contold,Dominika,Olszewska
Disted,Natasza,Zielinska
Stainges53,Felicja,Chmielewska
Knowarand,Miłosław,Król
Rehaddeed,Józef,Zielinski
Fooppose,Aleksy,Kaczmarek
Andinse,Donat,Duda
Ganow1980,Waleria,Kucharska
Sterequish1953,Roksana,Nowicka
Hapsylle,Izabella,Woźniak
Priting,Dobrogost,Dąbrowski 
Oundiciat,Józefa,Jaworska
Prabile,Hendrych,Michalski
Gers1933,Wit,Jabłoński
Agaire,Bogusława,Jabłońska
Twerefy1974,Iwona,Jasińska
Gainglaing,Dobromił,Ostrowski
Youtheiges39,Ignacy,Pawłowski
Cutdomplad,Wiesław,Jaworski
Frove1988,Luiza,Jabłońska
Frove1986,Bogusława,Dąbrowski 
Acketwound,Zygfryd,Pawlak
Hilen1986,Seweryna,Chmielewska
Witoonle1933,Kasia,Kucharska
Fectindides,Bartosz,Kwiatkowski
Alaing,Celestyn,Król
Hunned71,Leokadia,Wieczorek
Sellad,Krystiana,Pawłowska
Fies1963,Berta,Rutkowska
Notheireat84,Berta,Symanska
Notheireat83,Tomasz,Zając
Yinquat,Dyta,Jaworska
Lizabilings,Sylwester,Walczak
Beely1971,Wiga,Kalinowska
Ance1987,Franciszek,Jabłoński
Capent,Natasza,Sawicka
Corties1973,Gertruda,Dudek
Sevoy1954,Dawid,Sawicki
Angs1955,Brygida,Jaworska
Caments,Beata,Maciejewska
Hicied87,Katarzyna,Symanska
Inion1930,Jędrzej,Majewski
Examor,Berta,Wiśniewska
Upoices55,Lesław,Kucharski
Hicied1938,Urszula,Dąbrowski 
Sipt1963,Tadzio,Duda
Sudded75,Łucja,Jabłońska
Grothented1940,Urjasz,Pawłowski
Forthishe,Adelajda,Pawlak
Suslefor,Klementyna,Zawadzka
Fisir1936,Walenty,Jaworski
Possell,Dyta,Zawadzka
Equesions,Miłosz,Król
Harawas1963,Dobromił,Nowicki
Sance1973,Józef,Dąbrowski 
Knearot78,Feliks,Król
Ding1970,Ryszard,Maciejewski
Behateror,Piotr,Kozłowski
Ounly1964,Marek,Jasiński
Thoust43,Gertruda,Jasińska
Bodn1974,Edyta,Jasińska
Prands,Kazimiera,Kucharska
Utaltorge,Dyta,Czarnecka
Stia1942,Bolesław,Zawadzki
Lostaing70,Iwona,Adamska
Liall1933,Tomasz,Sobczak
Lacir1933,Dorofiej,Czerwinski
Knore1977,Berta,Jaworska
Knore1976,Stefcia,Chmielewska
Cablame,Augustyna,Rutkowska
Roustich,Roman,Król
Brom1943,Bożena,Olszewska
Asuble1990,Adelajda,Kowalczyk
Cidew1933,Krystyna,Kwiatkowska
Camill1938,Genowefa,Jaworska
Cidew1937,Mścisław,Jaworski
Wirave,Judyta,Maciejewska
Beesic,Stanisława,Kucharska
Waragod,Władysława,Olszewska
Neative1943,Ferdynand,Kalinowski
Becia1964,Miron,Walczak
Allecomead,Apolonia,Wojciechowska
Viess1975,Sylwester,Woźniak
Viess1978,Oskar,Pawlak
Conat1991,Ludmita,Walczak
Actoluesce,Lew,Kalinowski
Govey1976,Julianna,Wojciechowska
Drad1931,Franciszek,Michalski
Wastoponcen,Malwina,Borkowska
Quiuse30,Gabryŝ,Rutkowski
Knougguent,Kornelia,Sawicka
Deeks1990,Kornelia,Olszewska
Nexce1994,Benedykt,Wojciechowski
Fait1937,Oliwia,Zając
Frowly94,Klaudiusz,Kowalski
Morave,Maryla,Zawadzka
Fints1930,Bogumiła,Duda
Sorephy,Adrianna,Jabłońska
Honte1982,Świętosław,Sokołowski
Nosem1934,Wera,Dąbrowski 
Famenjusich1961,Ludwika,Walczak
Bected,Bratumił,Rutkowski
Afterew,Benedykta,Czarnecka
Couseed,Dorota,Dąbrowski 
Boser1955,Marcelina,Dąbrowski 
Haver1972,Patryk,Dudek
Frighbord,Gabrysz,Szczepański
Trachattee1964,Wacława,Jasińska
Suiteren1952,Frydryk,Chmielewski
Mosty1936,Wit,Kozłowski
Cleat1942,Klemens,Kalinowski
Cleat1940,Jaropełk,Jasiński
Dichatithat,Zdzisława,Jasińska
Degainge1955,Kazimiera,Majewska
Whaters,Luiza,Nowakowska
Thowintal59,Iwan,Rutkowski
Shantoote71,Felicja,Symanska
Youndark,Lucyna,Wojciechowska
Heact1950,Gerwazy,Kwiatkowski
Enswer1957,Klementyna,Kowalczyk
Withery,Piotr,Kalinowski
Sincen,Cecylia,Olszewska
Withers,Łucja,Symanska
Juslithe,Judyta,Sobczak
Boacred,Kornelia,Nowicka
Fainterep,Tymon,Borkowski
Thum1990,Bartłomiej,Duda
Ingentersed1973,Małgorzata,Kowalska
Hicad1978,Jarosława,Zawadzka
Withere,Juliusz,Olszewski
Coled1959,Wera,Zawadzka
Racrat59,Iwona,Zając
Iont1987,Karina,Nowakowska
Ingeng31,Eligia,Czarnecka
Altylets54,Lucjusz,Olszewski
Subleent,Edyta,Jasińska
Whimseeplis,Zofia,Olszewska
Symee1967,Basia,Dudek
Warsted72,Ludwik,Król
Whiskentle,Lucjusz,Nowicki
Thiss1983,Wiola,Borkowska
Setime,Jarogniew,Dąbrowski 
Alicibuse1986,Amadeusz,Chmielewski
Frass1935,Janek,Kaczmarek
